CS,IsFirstTime,MIP,Units,OCLTV,DTI,OrigUPB,LTV,OrigInterestRate,OrigLoanTerm,EverDelinquent,MonthsDelinquent,MonthsInRepayment,CreditRange,LTV_range,Repay_range
633,0,0,1,78,51,139000,78,6.5,360,0,0,32,1,High,0-4yrs
633,0,12,1,84,29,84000,84,6.75,360,0,0,77,1,High,4-8yrs
633,0,25,1,87,32,178000,87,7,360,0,0,29,1,High,0-4yrs
633,0,30,1,95,20,134000,95,6.75,360,1,1,67,1,High,4-8yrs
633,0,17,1,79,25,146000,79,6.875,360,1,22,90,1,High,4-8yrs
633,0,18,1,97,34,131000,97,7.25,360,0,0,52,1,High,4-8yrs
633,0,0,1,80,36,104000,80,6.875,360,1,15,26,1,High,0-4yrs
633,0,30,1,95,18,95000,95,7.5,360,0,0,48,1,High,0-4yrs
633,0,17,1,80,35,58000,80,7.25,360,0,0,53,1,High,4-8yrs
633,0,0,1,60,13,90000,60,6.75,360,1,59,211,1,High,16-20yrs
633,0,0,1,76,28,96000,76,6.75,360,0,0,38,1,High,0-4yrs
633,0,0,1,80,29,92000,80,6.875,360,0,0,53,1,High,4-8yrs
633,0,0,1,80,38,116000,80,6.875,360,0,0,35,1,High,0-4yrs
633,0,25,1,88,45,198000,88,6.875,360,0,0,48,1,High,0-4yrs
633,0,0,1,80,28,148000,80,6.875,360,1,1,33,1,High,0-4yrs
633,0,0,1,80,20,208000,80,6.75,360,0,0,52,1,High,4-8yrs
633,0,0,1,80,16,68000,80,6.875,360,0,0,14,1,High,0-4yrs
633,0,30,1,95,34,140000,95,8.25,360,1,7,22,1,High,0-4yrs
633,0,12,1,84,36,230000,84,6.875,360,0,0,74,1,High,4-8yrs
633,0,30,1,94,41,203000,94,6.875,360,1,1,54,1,High,4-8yrs
633,0,30,1,95,28,157000,95,7.75,360,1,12,24,1,High,0-4yrs
633,0,25,1,88,32,88000,88,6.75,360,1,23,63,1,High,4-8yrs
633,0,0,1,75,22,161000,75,7,360,0,0,44,1,High,0-4yrs
633,0,0,1,80,45,176000,80,7.375,360,1,2,32,1,High,0-4yrs
633,0,12,1,84,33,170000,84,7.25,360,0,0,2,1,High,0-4yrs
633,0,30,1,95,31,98000,95,6.75,360,1,8,87,1,High,4-8yrs
633,0,25,1,86,32,100000,86,7.5,360,1,4,63,1,High,4-8yrs
633,0,30,1,93,40,74000,93,7,360,0,0,43,1,High,0-4yrs
633,0,30,1,97,28,131000,97,7,360,0,0,49,1,High,4-8yrs
633,0,0,1,80,40,235000,80,7.25,360,0,0,59,1,High,4-8yrs
633,0,17,1,76,0,132000,76,7.375,360,0,0,46,1,High,0-4yrs
633,0,25,1,89,24,194000,89,7.375,360,0,0,36,1,High,0-4yrs
633,0,0,1,80,25,112000,80,7,360,0,0,40,1,High,0-4yrs
633,0,12,1,80,28,152000,80,7.75,360,0,0,46,1,High,0-4yrs
633,0,25,1,87,26,207000,87,7.25,360,1,4,33,1,High,0-4yrs
633,0,0,1,35,15,225000,35,6.375,360,0,0,97,1,Medium,8-12yrs
633,0,0,1,65,37,88000,65,7,360,1,40,211,1,High,16-20yrs
633,0,0,1,80,9,66000,80,7,360,0,0,39,1,High,0-4yrs
633,0,0,1,69,30,117000,69,7,360,0,0,36,1,High,0-4yrs
633,0,0,1,72,43,165000,72,6.75,360,1,1,84,1,High,4-8yrs
633,0,30,1,95,20,123000,95,6.375,360,1,1,51,1,High,4-8yrs
633,0,30,1,97,30,97000,97,9,360,0,0,47,1,High,0-4yrs
633,0,0,1,69,28,106000,69,7,360,1,10,85,1,High,4-8yrs
633,0,0,1,42,46,87000,42,7.25,360,0,0,16,1,Medium,0-4yrs
633,0,0,1,77,38,76000,77,6.5,360,0,0,70,1,High,4-8yrs
633,0,0,1,76,35,90000,76,6.625,360,1,1,151,1,High,12-16yrs
633,0,25,1,87,28,125000,87,7.875,360,0,0,40,1,High,0-4yrs
633,0,0,1,62,42,80000,62,7,360,0,0,53,1,High,4-8yrs
633,0,30,1,95,30,171000,95,7.375,360,1,50,94,1,High,4-8yrs
633,0,0,1,75,44,139000,75,6.625,360,1,51,211,1,High,16-20yrs
633,0,0,1,80,14,86000,80,7,360,0,0,68,1,High,4-8yrs
633,0,0,1,80,22,152000,80,7,360,0,0,46,1,High,0-4yrs
633,0,25,1,90,31,95000,90,7.125,360,1,4,57,1,High,4-8yrs
633,0,0,1,75,32,70000,75,6.75,360,1,34,57,1,High,4-8yrs
633,0,12,1,84,33,118000,84,6.625,360,1,63,149,1,High,12-16yrs
633,0,0,1,52,27,101000,52,6.75,360,0,0,35,1,High,0-4yrs
633,0,0,1,74,24,101000,74,7.25,360,1,3,61,1,High,4-8yrs
633,0,12,1,80,40,103000,80,6.75,360,0,0,78,1,High,4-8yrs
633,0,30,1,95,35,129000,95,6.75,360,1,1,82,1,High,4-8yrs
633,0,0,1,68,20,155000,68,7.25,360,0,0,31,1,High,0-4yrs
633,0,0,1,69,19,81000,69,7,360,0,0,25,1,High,0-4yrs
633,0,0,1,75,35,214000,75,7.375,360,0,0,2,1,High,0-4yrs
633,0,30,1,95,43,171000,95,7.375,360,0,0,38,1,High,0-4yrs
633,0,0,1,55,39,230000,55,6.625,360,0,0,62,1,High,4-8yrs
633,0,0,1,75,38,145000,75,6.375,360,0,0,51,1,High,4-8yrs
633,0,30,1,95,42,228000,95,7.75,360,0,0,24,1,High,0-4yrs
633,0,12,1,83,36,192000,83,7.375,360,0,0,18,1,High,0-4yrs
633,0,0,1,74,43,124000,74,7.5,360,1,1,39,1,High,0-4yrs
633,0,0,1,75,46,144000,75,6.75,360,1,2,35,1,High,0-4yrs
633,0,25,1,89,30,195000,89,6.75,360,0,0,57,1,High,4-8yrs
633,0,30,1,94,48,119000,94,7.125,360,0,0,36,1,High,0-4yrs
633,0,25,1,88,28,181000,88,6.875,360,0,0,61,1,High,4-8yrs
633,0,0,1,68,25,101000,68,6.875,360,0,0,43,1,High,0-4yrs
633,0,0,1,80,28,44000,80,7.5,360,1,2,38,1,High,0-4yrs
633,0,25,1,90,25,107000,90,6.875,360,0,0,31,1,High,0-4yrs
633,0,25,1,90,31,80000,90,7.125,360,0,0,52,1,High,4-8yrs
633,0,0,1,75,34,116000,75,6.5,360,0,0,32,1,High,0-4yrs
633,0,30,1,95,35,215000,95,6.625,360,0,0,26,1,High,0-4yrs
633,0,0,1,63,14,240000,63,6.875,360,0,0,45,1,High,0-4yrs
633,0,12,1,85,29,110000,85,7.5,360,0,0,38,1,High,0-4yrs
633,0,30,1,95,51,183000,95,7.75,360,1,2,25,1,High,0-4yrs
633,0,0,1,67,16,86000,67,7.125,360,1,1,39,1,High,0-4yrs
633,0,0,1,70,33,97000,70,7,360,1,1,52,1,High,4-8yrs
633,0,0,1,75,31,99000,75,6.875,360,1,2,43,1,High,0-4yrs
633,0,0,1,78,15,73000,78,7.5,360,0,0,26,1,High,0-4yrs
633,0,17,1,80,38,98000,80,7.25,360,0,0,34,1,High,0-4yrs
633,0,0,1,51,35,170000,51,7,360,0,0,41,1,High,0-4yrs
633,0,0,1,72,29,100000,72,6.875,360,0,0,65,1,High,4-8yrs
633,0,12,1,85,47,104000,85,6.875,360,0,0,37,1,High,0-4yrs
633,0,0,1,72,29,74000,72,7,360,0,0,58,1,High,4-8yrs
633,0,0,1,75,51,108000,75,6.75,360,1,27,95,1,High,4-8yrs
633,0,0,1,74,38,68000,74,7,360,1,13,16,1,High,0-4yrs
633,0,0,1,48,29,74000,48,7.5,360,0,0,24,1,Medium,0-4yrs
633,0,0,1,57,34,53000,57,6.875,360,0,0,58,1,High,4-8yrs
633,0,0,1,73,20,98000,73,6.75,360,1,2,55,1,High,4-8yrs
633,0,0,1,73,43,240000,73,7.125,360,0,0,20,1,High,0-4yrs
633,0,0,1,75,27,124000,75,7.375,360,0,0,58,1,High,4-8yrs
633,0,0,1,75,27,68000,75,6.75,360,0,0,105,1,High,8-12yrs
633,0,0,1,75,43,117000,75,6.875,360,0,0,211,1,High,16-20yrs
633,0,0,1,80,28,72000,80,7.25,360,1,1,102,1,High,8-12yrs
633,0,0,1,80,30,90000,80,7,360,1,1,14,1,High,0-4yrs
633,0,0,1,80,32,154000,80,7.5,360,1,1,33,1,High,0-4yrs
633,0,0,1,74,40,57000,74,7.25,360,0,0,121,1,High,8-12yrs
633,0,0,3,80,27,144000,80,7.5,360,1,1,50,1,High,4-8yrs
633,0,12,1,84,41,115000,84,7.25,360,1,16,21,1,High,0-4yrs
633,0,25,1,90,19,157000,90,7.25,360,1,5,72,1,High,4-8yrs
633,0,25,1,90,44,140000,90,6.875,360,1,4,95,1,High,4-8yrs
633,0,30,1,90,40,114000,90,6.875,360,1,23,40,1,High,0-4yrs
633,0,30,1,95,30,54000,95,7.125,360,1,39,65,1,High,4-8yrs
633,0,30,1,95,30,81000,95,6.75,360,0,0,121,1,High,8-12yrs
633,0,30,1,95,32,146000,95,7.25,360,0,0,60,1,High,4-8yrs
633,0,30,1,95,33,102000,95,6.75,360,0,0,46,1,High,0-4yrs
633,0,30,1,95,35,176000,95,6.75,360,1,1,69,1,High,4-8yrs
633,0,30,1,95,43,127000,95,7.375,360,1,8,25,1,High,0-4yrs
633,0,30,1,95,51,152000,95,6.875,360,1,5,59,1,High,4-8yrs
633,0,35,1,90,30,44000,90,7.125,360,1,1,56,1,High,4-8yrs
633,1,25,1,90,52,50000,90,6.75,360,1,5,41,1,High,0-4yrs
633,1,30,1,95,32,81000,95,6.875,360,0,0,53,1,High,4-8yrs
633,1,30,1,94,32,109000,94,7,360,0,0,25,1,High,0-4yrs
633,1,30,1,92,41,171000,92,7.125,360,1,1,49,1,High,4-8yrs
633,1,30,1,95,24,140000,95,6.875,360,1,6,148,1,High,12-16yrs
633,1,30,1,95,47,56000,95,6.875,360,0,0,99,1,High,8-12yrs
633,1,35,1,97,34,59000,97,6.5,360,1,1,190,1,High,12-16yrs
633,1,30,1,95,36,125000,95,6.75,360,1,18,73,1,High,4-8yrs
633,1,0,1,48,19,60000,48,6.875,360,0,0,210,1,Medium,16-20yrs
633,1,30,1,95,54,85000,95,6.875,360,0,0,54,1,High,4-8yrs
633,1,30,1,95,24,105000,95,7.625,360,0,0,63,1,High,4-8yrs
633,1,30,1,95,31,151000,95,6.875,360,0,0,32,1,High,0-4yrs
633,1,30,1,93,31,120000,93,8,360,0,0,60,1,High,4-8yrs
633,1,30,1,95,56,159000,95,7.125,360,0,0,47,1,High,0-4yrs
633,1,25,1,90,39,220000,90,7.125,360,0,0,47,1,High,0-4yrs
633,1,25,1,90,35,31000,90,7.5,360,1,1,99,1,High,8-12yrs
633,1,25,1,88,30,205000,88,7.375,360,0,0,64,1,High,4-8yrs
633,1,30,1,93,39,83000,93,6.875,360,0,0,60,1,High,4-8yrs
633,1,30,1,95,43,97000,95,7,360,1,15,51,1,High,4-8yrs
633,1,30,1,93,54,133000,93,7.625,360,0,0,57,1,High,4-8yrs
633,1,25,1,90,33,209000,90,6.5,360,0,0,63,1,High,4-8yrs
633,1,30,1,95,23,153000,95,7,360,0,0,41,1,High,0-4yrs
633,1,36,1,95,15,130000,95,8.125,360,0,0,25,1,High,0-4yrs
633,1,25,1,90,25,145000,90,7,360,0,0,85,1,High,4-8yrs
633,1,30,1,95,25,81000,95,6.875,360,0,0,67,1,High,4-8yrs
633,1,0,1,80,27,73000,80,7.125,360,0,0,46,1,High,0-4yrs
633,1,30,1,95,39,166000,95,6.875,360,0,0,79,1,High,4-8yrs
633,0,12,1,78,60,80000,78,6.75,360,1,24,210,1,High,16-20yrs
633,0,0,1,80,46,118000,80,6.75,360,0,0,60,1,High,4-8yrs
633,0,0,1,66,46,145000,66,7.125,360,0,0,46,1,High,0-4yrs
633,0,0,1,73,27,167000,73,6.875,360,0,0,54,1,High,4-8yrs
633,0,0,1,78,23,101000,78,7.5,360,1,29,92,1,High,4-8yrs
633,0,0,1,80,20,212000,80,6.875,360,0,0,47,1,High,0-4yrs
633,0,25,1,88,33,216000,88,6.625,360,1,1,36,1,High,0-4yrs
633,0,25,1,90,33,184000,90,7,360,0,0,52,1,High,4-8yrs
633,0,25,1,90,38,191000,90,6.875,360,0,0,40,1,High,0-4yrs
633,0,25,1,95,20,191000,95,7,360,1,3,30,1,High,0-4yrs
633,0,30,1,95,34,190000,95,6.875,360,1,2,63,1,High,4-8yrs
633,0,30,1,95,37,181000,95,7,360,1,4,38,1,High,0-4yrs
633,0,0,1,72,36,135000,72,7,360,0,0,34,1,High,0-4yrs
633,0,0,1,75,24,101000,75,7,360,1,20,52,1,High,4-8yrs
633,0,35,1,95,27,84000,95,6.875,360,0,0,51,1,High,4-8yrs
633,0,30,1,95,44,147000,95,7.125,360,1,3,46,1,High,0-4yrs
633,0,0,1,62,38,60000,62,7.25,360,0,0,12,1,High,0-4yrs
633,0,0,1,72,33,75000,72,6.75,360,1,2,49,1,High,4-8yrs
633,0,0,1,75,36,88000,75,7.375,360,1,1,59,1,High,4-8yrs
633,0,12,1,83,27,111000,83,6.875,360,0,0,53,1,High,4-8yrs
633,0,0,1,76,29,104000,76,6.75,360,0,0,42,1,High,0-4yrs
633,0,0,1,76,24,74000,76,7,360,0,0,100,1,High,8-12yrs
633,0,0,1,73,15,58000,73,7.5,360,1,11,72,1,High,4-8yrs
633,0,17,1,80,36,62000,80,7.125,360,0,0,72,1,High,4-8yrs
633,0,0,1,80,31,130000,80,6.875,360,1,5,9,1,High,0-4yrs
633,0,12,1,84,28,184000,84,7,360,1,17,99,1,High,8-12yrs
633,0,17,1,78,52,216000,78,6.75,360,1,3,47,1,High,0-4yrs
633,0,0,1,80,35,76000,80,6.875,360,1,23,150,1,High,12-16yrs
633,0,0,1,75,25,71000,75,7.75,360,0,0,64,1,High,4-8yrs
633,0,0,1,71,56,120000,71,7.5,360,0,0,34,1,High,0-4yrs
633,0,0,1,75,15,199000,75,6.875,360,1,1,19,1,High,0-4yrs
633,0,0,1,76,65,95000,76,6.75,360,1,1,79,1,High,4-8yrs
633,0,0,2,80,33,106000,80,7.125,360,0,0,46,1,High,0-4yrs
633,0,25,1,89,39,70000,89,7,360,0,0,178,1,High,12-16yrs
633,0,0,1,53,25,39000,53,7,360,1,10,177,1,High,12-16yrs
633,0,0,1,43,49,47000,43,7.75,360,0,0,26,1,Medium,0-4yrs
633,0,0,1,75,20,113000,75,7.125,360,1,1,20,1,High,0-4yrs
633,0,25,1,90,30,91000,90,7.5,360,0,0,6,1,High,0-4yrs
633,0,30,1,95,33,228000,95,6.625,360,0,0,34,1,High,0-4yrs
633,0,12,1,82,35,75000,82,7.5,360,1,13,67,1,High,4-8yrs
633,0,25,1,90,39,108000,90,6.625,360,0,0,125,1,High,8-12yrs
633,0,25,1,90,25,85000,90,6.875,360,0,0,23,1,High,0-4yrs
633,0,0,1,75,29,196000,75,6.875,360,0,0,52,1,High,4-8yrs
633,0,0,1,80,31,143000,80,6.5,360,0,0,109,1,High,8-12yrs
633,0,25,1,90,28,104000,90,8,360,1,2,45,1,High,0-4yrs
633,0,30,1,95,37,157000,95,7,360,0,0,47,1,High,0-4yrs
633,0,30,1,95,43,223000,95,6.875,360,0,0,48,1,High,0-4yrs
633,0,30,1,95,45,75000,95,6.875,360,1,89,134,1,High,8-12yrs
633,0,17,1,80,19,76000,80,7.5,360,1,62,172,1,High,12-16yrs
633,0,30,1,93,46,235000,93,7,360,0,0,25,1,High,0-4yrs
633,0,0,1,80,36,156000,80,7,360,1,23,43,1,High,0-4yrs
633,0,0,1,80,48,139000,80,7.125,360,1,5,46,1,High,0-4yrs
633,0,17,1,80,40,126000,80,7.75,360,0,0,2,1,High,0-4yrs
633,0,17,1,80,45,88000,80,7.875,360,1,18,50,1,High,4-8yrs
633,0,36,1,95,37,53000,95,7.5,360,1,1,25,1,High,0-4yrs
633,0,0,1,67,21,85000,67,7,360,1,8,53,1,High,4-8yrs
633,0,0,1,80,37,91000,80,6.875,360,0,0,7,1,High,0-4yrs
633,0,0,1,71,38,138000,71,6.75,360,1,2,44,1,High,0-4yrs
633,0,25,1,88,36,73000,88,7,360,0,0,37,1,High,0-4yrs
633,0,0,1,75,25,137000,75,6.875,360,0,0,75,1,High,4-8yrs
633,0,0,1,79,38,88000,79,6.875,360,1,1,35,1,High,0-4yrs
633,0,0,1,66,8,75000,66,7.5,360,1,2,13,1,High,0-4yrs
633,0,0,1,39,27,84000,39,7.875,360,0,0,6,1,Medium,0-4yrs
633,0,0,1,57,27,85000,57,6.875,360,0,0,56,1,High,4-8yrs
633,0,12,1,85,25,136000,85,7.25,360,0,0,36,1,High,0-4yrs
633,0,25,1,90,33,119000,90,6.625,360,0,0,49,1,High,4-8yrs
633,0,30,1,95,32,89000,95,7.25,360,1,2,54,1,High,4-8yrs
633,0,0,1,75,21,75000,75,7.25,360,1,1,54,1,High,4-8yrs
633,0,0,1,75,33,49000,75,7.125,360,1,1,14,1,High,0-4yrs
633,0,0,1,80,24,221000,80,6.75,360,0,0,48,1,High,0-4yrs
633,0,0,1,75,39,64000,75,6.625,360,0,0,20,1,High,0-4yrs
633,0,30,1,95,37,34000,95,7.75,360,0,0,50,1,High,4-8yrs
633,0,0,1,80,22,190000,80,6.75,360,0,0,18,1,High,0-4yrs
633,0,0,1,80,37,112000,80,6.875,360,1,12,62,1,High,4-8yrs
633,0,0,1,80,39,128000,80,7,360,0,0,162,1,High,12-16yrs
633,0,30,1,95,37,201000,95,6.75,360,0,0,61,1,High,4-8yrs
633,0,0,1,58,32,132000,58,6.75,360,1,1,46,1,High,0-4yrs
633,0,25,1,90,38,216000,90,6.875,360,0,0,27,1,High,0-4yrs
633,0,25,1,90,41,80000,90,7,360,0,0,43,1,High,0-4yrs
633,0,0,1,58,7,100000,58,7.125,360,0,0,111,1,High,8-12yrs
633,0,0,1,75,16,57000,75,7,360,1,39,91,1,High,4-8yrs
633,0,25,1,90,20,158000,90,6.875,360,0,0,54,1,High,4-8yrs
633,0,30,1,95,45,202000,95,7.25,360,0,0,39,1,High,0-4yrs
633,0,0,1,79,39,57000,79,7.25,360,0,0,128,1,High,8-12yrs
633,0,0,1,80,34,49000,80,7.375,360,1,23,209,1,High,16-20yrs
633,0,30,1,93,33,140000,93,7,360,0,0,31,1,High,0-4yrs
633,0,12,1,85,47,200000,85,6.875,360,0,0,45,1,High,0-4yrs
633,0,25,1,90,25,68000,90,7.375,360,1,2,38,1,High,0-4yrs
633,0,25,1,88,38,213000,88,7,360,0,0,46,1,High,0-4yrs
633,0,25,1,90,16,118000,90,6.875,360,0,0,52,1,High,4-8yrs
633,0,25,1,90,20,105000,90,7.875,360,0,0,50,1,High,4-8yrs
633,0,35,1,90,59,46000,90,7.25,360,1,1,56,1,High,4-8yrs
633,0,0,1,76,18,55000,76,7.125,360,0,0,37,1,High,0-4yrs
633,0,30,1,95,37,138000,95,6.375,360,1,9,77,1,High,4-8yrs
633,0,0,1,79,39,106000,79,7,360,1,1,73,1,High,4-8yrs
633,0,12,1,80,28,144000,80,6.875,360,1,14,33,1,High,0-4yrs
633,0,30,1,93,47,194000,93,7,360,1,1,49,1,High,4-8yrs
633,0,30,1,95,23,158000,95,7.25,360,0,0,17,1,High,0-4yrs
633,0,0,1,80,47,71000,80,6.875,360,1,1,56,1,High,4-8yrs
633,0,0,1,74,36,240000,74,6.625,360,1,2,44,1,High,0-4yrs
633,0,0,1,35,32,50000,35,7,360,0,0,47,1,Medium,0-4yrs
633,0,0,1,64,22,90000,64,7.25,360,1,5,198,1,High,16-20yrs
633,0,0,1,46,43,160000,46,7.5,360,0,0,33,1,Medium,0-4yrs
633,0,12,1,80,42,140000,80,6.875,360,0,0,37,1,High,0-4yrs
633,0,25,1,89,0,120000,89,6.875,360,0,0,71,1,High,4-8yrs
633,0,30,1,95,37,147000,95,7,360,1,1,51,1,High,4-8yrs
633,0,30,1,95,47,122000,95,8.625,360,0,0,37,1,High,0-4yrs
633,0,30,1,95,47,209000,95,6.875,360,0,0,51,1,High,4-8yrs
633,0,0,1,80,31,88000,80,7.375,360,0,0,102,1,High,8-12yrs
633,0,30,1,95,40,160000,95,7,360,1,10,59,1,High,4-8yrs
633,0,0,1,80,32,74000,80,7.375,360,1,4,80,1,High,4-8yrs
633,0,25,1,89,22,102000,89,7.125,360,0,0,29,1,High,0-4yrs
633,0,30,1,95,34,131000,95,7.875,360,0,0,41,1,High,0-4yrs
633,0,0,1,75,32,133000,75,7,360,1,1,22,1,High,0-4yrs
633,0,25,2,90,19,138000,90,7,360,0,0,40,1,High,0-4yrs
633,0,17,1,80,27,192000,80,7,360,0,0,51,1,High,4-8yrs
633,0,30,1,95,31,149000,95,6.75,360,0,0,52,1,High,4-8yrs
633,0,30,1,95,44,119000,95,7.5,360,0,0,31,1,High,0-4yrs
633,0,0,1,65,27,40000,65,7.125,360,0,0,26,1,High,0-4yrs
633,0,17,1,80,32,56000,80,7.5,360,0,0,60,1,High,4-8yrs
633,0,30,1,95,24,184000,95,7.25,360,1,15,53,1,High,4-8yrs
633,0,0,1,66,51,210000,66,7.5,360,0,0,46,1,High,0-4yrs
633,0,0,1,72,47,121000,72,7.125,360,1,1,81,1,High,4-8yrs
633,0,0,1,25,32,60000,25,6.625,360,0,0,70,1,Low,4-8yrs
633,0,0,1,75,17,129000,75,6.75,360,1,6,114,1,High,8-12yrs
633,0,0,1,75,40,95000,75,7,360,1,78,209,1,High,16-20yrs
633,0,0,1,64,33,102000,64,7,360,1,2,45,1,High,0-4yrs
633,0,0,1,75,24,190000,75,7.375,360,1,25,184,1,High,12-16yrs
633,0,0,1,79,21,188000,79,6.875,360,0,0,46,1,High,0-4yrs
633,0,0,2,41,25,90000,41,7.375,360,0,0,171,1,Medium,12-16yrs
633,0,12,1,80,40,50000,80,7.125,360,0,0,44,1,High,0-4yrs
633,0,30,1,95,36,126000,95,7,360,0,0,56,1,High,4-8yrs
633,0,0,1,72,39,214000,72,7.25,360,1,6,60,1,High,4-8yrs
633,0,30,1,90,43,226000,90,7.5,360,1,12,39,1,High,0-4yrs
633,0,30,1,95,22,186000,95,6.75,360,0,0,41,1,High,0-4yrs
633,0,30,1,95,30,123000,95,7.5,360,1,16,23,1,High,0-4yrs
633,0,0,1,68,46,120000,68,7.25,360,1,1,31,1,High,0-4yrs
633,0,0,1,65,13,72000,65,7.75,360,1,4,11,1,High,0-4yrs
633,0,0,1,80,38,116000,80,7.375,360,0,0,43,1,High,0-4yrs
633,0,25,1,90,37,180000,90,7,360,0,0,96,1,High,4-8yrs
633,0,12,1,75,22,173000,75,7,360,0,0,51,1,High,4-8yrs
633,0,0,1,57,31,165000,57,6.875,360,0,0,53,1,High,4-8yrs
633,0,0,1,73,21,42000,73,7.5,360,0,0,46,1,High,0-4yrs
633,0,0,1,75,23,82000,75,6.875,360,0,0,54,1,High,4-8yrs
633,0,30,1,95,37,161000,95,7.25,360,0,0,51,1,High,4-8yrs
633,0,0,1,80,14,88000,80,6.875,360,0,0,62,1,High,4-8yrs
633,0,0,1,60,53,200000,60,7.75,360,0,0,1,1,High,0-4yrs
633,0,0,1,66,40,107000,66,7,360,0,0,32,1,High,0-4yrs
633,0,0,1,75,15,209000,75,7.375,360,0,0,6,1,High,0-4yrs
633,0,0,1,75,22,75000,75,7,360,1,19,37,1,High,0-4yrs
633,0,0,1,75,33,129000,75,7.125,360,0,0,56,1,High,4-8yrs
633,0,0,1,80,30,145000,80,7.125,360,0,0,29,1,High,0-4yrs
633,0,0,1,80,37,174000,80,6.875,360,0,0,82,1,High,4-8yrs
633,0,30,1,95,34,75000,95,7.25,360,1,13,85,1,High,4-8yrs
633,0,0,1,80,29,98000,80,7.625,360,1,1,13,1,High,0-4yrs
633,0,25,1,90,14,114000,90,7,360,1,4,55,1,High,4-8yrs
633,0,0,1,80,34,117000,80,7,360,1,4,42,1,High,0-4yrs
633,0,12,1,85,39,189000,85,6.75,360,0,0,40,1,High,0-4yrs
633,0,25,2,90,0,110000,90,7,360,1,3,66,1,High,4-8yrs
633,0,30,1,95,39,95000,95,8.375,360,0,0,40,1,High,0-4yrs
633,0,0,1,75,46,60000,75,7.25,360,1,4,210,1,High,16-20yrs
633,0,30,1,95,48,137000,95,6.875,360,0,0,46,1,High,0-4yrs
633,0,0,1,76,35,140000,76,7.25,360,0,0,26,1,High,0-4yrs
633,0,0,1,80,29,176000,80,7,360,0,0,36,1,High,0-4yrs
633,0,25,1,90,43,183000,90,7,360,0,0,52,1,High,4-8yrs
633,0,25,1,90,22,204000,90,7,360,0,0,22,1,High,0-4yrs
633,0,30,1,94,38,155000,94,7,360,0,0,42,1,High,0-4yrs
633,0,30,1,95,34,142000,95,7,360,0,0,44,1,High,0-4yrs
633,0,0,1,60,46,150000,60,6.875,360,1,4,39,1,High,0-4yrs
633,0,0,1,76,29,155000,76,7,360,0,0,51,1,High,4-8yrs
633,0,0,1,80,38,216000,80,6.875,360,0,0,34,1,High,0-4yrs
633,0,25,1,90,43,239000,90,7.375,360,0,0,19,1,High,0-4yrs
633,0,0,1,75,57,119000,75,6.75,360,0,0,34,1,High,0-4yrs
633,0,25,1,90,46,240000,90,6.875,360,0,0,33,1,High,0-4yrs
633,0,30,1,95,29,157000,95,7.25,360,1,19,41,1,High,0-4yrs
633,0,30,1,95,35,219000,95,7,360,1,15,48,1,High,0-4yrs
633,0,0,1,73,27,199000,73,6.875,360,0,0,49,1,High,4-8yrs
633,0,0,1,75,17,103000,75,6.875,360,1,2,50,1,High,4-8yrs
633,0,0,1,80,39,148000,80,7.25,360,1,12,54,1,High,4-8yrs
633,0,12,1,80,60,123000,80,7,360,0,0,23,1,High,0-4yrs
633,0,12,1,85,44,240000,85,7.125,360,1,6,41,1,High,0-4yrs
633,0,30,1,95,39,128000,95,7.25,360,0,0,30,1,High,0-4yrs
633,0,30,1,95,36,71000,95,7.25,360,1,1,167,1,High,12-16yrs
633,0,0,1,80,41,84000,80,6.875,360,0,0,76,1,High,4-8yrs
633,0,0,1,80,18,126000,80,7,360,0,0,19,1,High,0-4yrs
633,0,0,1,66,48,64000,66,7.25,360,1,31,152,1,High,12-16yrs
633,0,0,1,80,49,114000,80,6.875,360,1,179,209,1,High,16-20yrs
633,0,0,1,48,34,17000,48,7.25,360,1,1,206,1,Medium,16-20yrs
633,0,0,1,67,37,146000,67,6.875,360,1,1,65,1,High,4-8yrs
633,0,0,1,80,32,178000,80,6.5,360,0,0,46,1,High,0-4yrs
633,0,12,1,83,49,78000,83,6.875,360,0,0,53,1,High,4-8yrs
633,0,0,1,70,19,77000,70,6.625,360,0,0,151,1,High,12-16yrs
633,0,0,1,75,43,90000,75,6.375,360,1,19,43,1,High,0-4yrs
633,0,25,1,87,33,130000,87,7,360,1,3,34,1,High,0-4yrs
633,0,30,1,95,12,113000,95,6.875,360,1,2,15,1,High,0-4yrs
633,0,30,1,95,35,143000,95,7.25,360,0,0,43,1,High,0-4yrs
633,0,0,1,75,51,47000,75,7.5,360,1,4,42,1,High,0-4yrs
633,0,30,1,95,25,35000,95,7.625,360,1,7,53,1,High,4-8yrs
633,0,0,1,63,21,63000,63,6.5,360,0,0,46,1,High,0-4yrs
633,0,0,1,80,29,42000,80,7,360,0,0,53,1,High,4-8yrs
633,0,12,1,85,45,100000,85,7,360,0,0,32,1,High,0-4yrs
633,0,0,1,80,34,77000,80,7.125,360,0,0,30,1,High,0-4yrs
633,0,17,1,80,25,116000,80,7.25,360,0,0,52,1,High,4-8yrs
633,0,25,1,89,24,117000,89,6.875,360,0,0,28,1,High,0-4yrs
633,0,0,1,45,53,60000,45,6.875,360,1,2,15,1,Medium,0-4yrs
633,0,0,1,64,30,150000,64,6.875,360,0,0,163,1,High,12-16yrs
633,0,0,1,65,31,126000,65,7.5,360,0,0,44,1,High,0-4yrs
